GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHH,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AJ6QE001,AJ6QE002,AJ6QE003,AJ6QE004,AJ6QE005,AJ6QE006,AJ6QE007,AJ6QE008,AJ6QE009,AJ6QE010,AJ6QE011,AJ6QE012,AJ6QE013,AJ6QE014,AJ6QE015,AJ6QE016,AJ6QE017,AJ6QE018,AJ6QE019,AJ6QE020,AJ6QE021,AJ6QE022,AJ6QE023,AJ6QE024,AJ6QE025,AJ6QE026,AJ6QE027,AJ6QE028,AJ6QE029,AJ6QE030,AJ6QE031,NAME_M,AJ6QM001,AJ6QM002,AJ6QM003,AJ6QM004,AJ6QM005,AJ6QM006,AJ6QM007,AJ6QM008,AJ6QM009,AJ6QM010,AJ6QM011,AJ6QM012,AJ6QM013,AJ6QM014,AJ6QM015,AJ6QM016,AJ6QM017,AJ6QM018,AJ6QM019,AJ6QM020,AJ6QM021,AJ6QM022,AJ6QM023,AJ6QM024,AJ6QM025,AJ6QM026,AJ6QM027,AJ6QM028,AJ6QM029,AJ6QM030,AJ6QM031
"G6390","2014-2018",,,,,,,,,"Crooked Creek ANVSA, AK","6390",,,,,,,,,,,,,,,,,,,,,,"Crooked Creek ANVSA, AK",76,37,9,3,0,0,0,2,4,0,0,10,6,0,3,0,39,6,1,1,4,3,3,2,4,2,3,2,6,0,2,"Crooked Creek ANVSA, AK",28,15,6,3,9,9,9,3,3,9,9,6,4,9,3,9,16,5,3,3,4,3,5,2,3,2,4,3,6,9,2
"G6400","2014-2018",,,,,,,,,"Deering ANVSA, AK","6400",,,,,,,,,,,,,,,,,,,,,,"Deering ANVSA, AK",149,84,13,10,6,1,1,4,14,6,7,8,7,5,0,2,65,11,10,3,0,0,8,9,4,2,5,5,7,1,0,"Deering ANVSA, AK",32,26,8,7,5,2,2,5,6,5,8,7,6,5,9,3,19,6,6,3,9,9,7,4,4,3,4,4,6,3,9
"G6405","2014-2018",,,,,,,,,"Dillingham ANVSA, AK","6405",,,,,,,,,,,,,,,,,,,,,,"Dillingham ANVSA, AK",1324,612,47,45,47,40,14,66,74,37,54,61,62,40,16,9,712,95,54,48,29,17,77,67,61,56,68,62,47,17,14,"Dillingham ANVSA, AK",122,63,20,15,16,10,11,21,21,15,16,16,20,10,10,8,80,24,18,18,13,12,19,16,14,17,17,34,13,10,11
"G6415","2014-2018",,,,,,,,,"Dot Lake ANVSA, AK","6415",,,,,,,,,,,,,,,,,,,,,,"Dot Lake ANVSA, AK",24,17,0,0,0,0,0,0,2,0,10,0,0,4,1,0,7,3,0,0,0,0,0,0,0,2,0,2,0,0,0,"Dot Lake ANVSA, AK",17,14,9,9,9,9,9,9,3,9,11,9,9,4,3,9,7,5,9,9,9,9,9,9,9,4,9,3,9,9,9
"G6420","2014-2018",,,,,,,,,"Douglas ANVSA, AK","6420",,,,,,,,,,,,,,,,,,,,,,"Douglas ANVSA, AK",536,294,18,11,25,4,11,54,26,50,14,26,39,16,0,0,242,11,23,16,8,8,22,19,12,30,39,24,20,10,0,"Douglas ANVSA, AK",136,88,15,13,17,4,12,45,21,38,11,23,24,13,13,13,64,10,19,13,9,12,16,15,12,16,27,16,17,10,13
"G6430","2014-2018",,,,,,,,,"Eagle ANVSA, AK","6430",,,,,,,,,,,,,,,,,,,,,,"Eagle ANVSA, AK",7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,"Eagle ANVSA, AK",7,2,9,9,9,9,9,9,9,9,9,2,9,9,9,9,6,9,9,9,9,9,9,9,9,9,9,6,9,9,9
"G6440","2014-2018",,,,,,,,,"Eek ANVSA, AK","6440",,,,,,,,,,,,,,,,,,,,,,"Eek ANVSA, AK",514,244,23,32,23,11,7,22,17,13,19,32,26,10,7,2,270,33,34,35,17,8,24,18,21,12,26,18,10,12,2,"Eek ANVSA, AK",53,27,10,8,7,5,4,7,7,8,8,10,10,11,5,3,43,10,12,9,7,5,9,8,7,5,7,8,5,6,3
"G6445","2014-2018",,,,,,,,,"Egegik ANVSA, AK","6445",,,,,,,,,,,,,,,,,,,,,,"Egegik ANVSA, AK",18,11,0,0,0,0,0,0,0,0,1,7,2,1,0,0,7,0,0,0,0,0,0,0,0,2,2,2,1,0,0,"Egegik ANVSA, AK",11,8,9,9,9,9,9,9,9,9,3,7,3,2,9,9,5,9,9,9,9,9,9,9,9,3,3,2,3,9,9
"G6450","2014-2018",,,,,,,,,"Eklutna ANVSA, AK","6450",,,,,,,,,,,,,,,,,,,,,,"Eklutna ANVSA, AK",38,24,0,0,0,0,0,8,0,0,2,4,9,0,0,1,14,0,0,0,0,0,0,0,0,0,0,9,2,2,1,"Eklutna ANVSA, AK",37,25,9,9,9,9,9,14,9,9,3,5,11,9,9,2,12,9,9,9,9,9,9,9,9,9,9,11,4,4,2
"G6455","2014-2018",,,,,,,,,"Ekuk ANVSA, AK","6455",,,,,,,,,,,,,,,,,,,,,,"Ekuk ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ekuk ANVSA, AK",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G6460","2014-2018",,,,,,,,,"Ekwok ANVSA, AK","6460",,,,,,,,,,,,,,,,,,,,,,"Ekwok ANVSA, AK",80,37,8,2,4,0,0,2,0,0,2,2,12,5,0,0,43,4,2,0,1,0,10,4,1,0,6,9,4,0,2,"Ekwok ANVSA, AK",25,13,7,3,4,9,9,2,9,9,3,4,6,5,9,9,17,5,5,9,3,9,9,4,3,9,6,7,4,9,2
"G6470","2014-2018",,,,,,,,,"Elim ANVSA, AK","6470",,,,,,,,,,,,,,,,,,,,,,"Elim ANVSA, AK",297,173,15,23,20,13,7,11,8,14,15,20,21,4,2,0,124,12,18,13,4,2,10,7,17,10,10,11,4,4,2,"Elim ANVSA, AK",44,29,7,8,9,5,5,5,4,7,12,10,9,3,3,9,26,7,8,7,5,3,6,4,6,7,5,5,4,4,3
"G6480","2014-2018",,,,,,,,,"Emmonak ANVSA, AK","6480",,,,,,,,,,,,,,,,,,,,,,"Emmonak ANVSA, AK",741,400,38,40,31,32,13,39,26,30,36,49,39,18,8,1,341,46,29,46,17,11,32,23,11,41,40,18,20,7,0,"Emmonak ANVSA, AK",87,45,12,12,13,8,6,13,12,9,11,12,11,7,6,2,53,13,15,12,7,6,13,8,6,12,11,9,9,6,9
"G6490","2014-2018",,,,,,,,,"Evansville ANVSA, AK","6490",,,,,,,,,,,,,,,,,,,,,,"Evansville ANVSA, AK",27,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25,0,0,0,0,0,0,0,0,21,0,2,0,2,0,"Evansville ANVSA, AK",46,3,9,9,9,9,9,9,9,9,9,3,9,9,9,9,46,9,9,9,9,9,9,9,9,47,9,3,9,3,9
"G6495","2014-2018",,,,,,,,,"Eyak ANVSA, AK","6495",,,,,,,,,,,,,,,,,,,,,,"Eyak ANVSA, AK",6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eyak ANVSA, AK",16,16,9,9,9,9,9,9,16,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G6500","2014-2018",,,,,,,,,"False Pass ANVSA, AK","6500",,,,,,,,,,,,,,,,,,,,,,"False Pass ANVSA, AK",36,22,0,0,3,1,0,0,0,0,6,0,8,4,0,0,14,3,3,0,0,0,0,0,3,5,0,0,0,0,0,"False Pass ANVSA, AK",22,14,9,9,3,3,9,9,9,9,5,9,10,4,9,9,11,3,4,9,9,9,9,9,4,6,9,9,9,9,9
"G6515","2014-2018",,,,,,,,,"Fort Yukon ANVSA, AK","6515",,,,,,,,,,,,,,,,,,,,,,"Fort Yukon ANVSA, AK",452,230,9,21,18,13,4,16,21,10,30,24,30,26,2,6,222,19,29,17,17,12,3,13,8,24,25,34,21,0,0,"Fort Yukon ANVSA, AK",66,37,7,10,9,6,5,8,12,8,13,10,9,9,4,6,36,9,13,9,10,7,4,9,6,12,8,9,10,9,9
"G6520","2014-2018",,,,,,,,,"Gakona ANVSA, AK","6520",,,,,,,,,,,,,,,,,,,,,,"Gakona ANVSA, AK",36,22,0,0,0,0,0,11,0,8,0,0,0,3,0,0,14,6,0,0,0,0,2,6,0,0,0,0,0,0,0,"Gakona ANVSA, AK",30,22,9,9,9,9,9,16,9,13,9,9,9,5,9,9,13,8,9,9,9,9,3,6,9,9,9,9,9,9,9
"G6525","2014-2018",,,,,,,,,"Galena ANVSA, AK","6525",,,,,,,,,,,,,,,,,,,,,,"Galena ANVSA, AK",301,136,5,9,12,4,5,15,14,13,13,17,14,10,5,0,165,13,14,9,10,4,10,13,10,15,13,19,16,15,4,"Galena ANVSA, AK",50,26,5,6,6,3,5,7,8,7,6,8,5,5,4,9,29,8,8,6,7,4,5,6,6,8,6,9,7,8,4
"G6530","2014-2018",,,,,,,,,"Gambell ANVSA, AK","6530",,,,,,,,,,,,,,,,,,,,,,"Gambell ANVSA, AK",584,298,16,20,26,20,11,37,25,15,37,37,30,20,3,1,286,31,31,41,18,10,23,24,14,28,18,28,12,6,2,"Gambell ANVSA, AK",58,40,6,6,8,8,6,11,8,9,9,15,11,8,4,2,36,9,11,11,8,5,8,7,5,9,9,9,8,5,3
"G6535","2014-2018",,,,,,,,,"Georgetown ANVSA, AK","6535",,,,,,,,,,,,,,,,,,,,,,"Georgetown ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Georgetown ANVSA, AK",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G6540","2014-2018",,,,,,,,,"Golovin ANVSA, AK","6540",,,,,,,,,,,,,,,,,,,,,,"Golovin ANVSA, AK",121,58,4,9,7,0,2,7,2,4,8,5,6,2,2,0,63,15,7,3,7,0,7,0,2,10,1,7,2,2,0,"Golovin ANVSA, AK",32,18,4,6,5,9,3,4,3,3,6,4,4,3,3,9,18,9,5,3,5,9,5,9,3,6,3,5,3,3,9
"G6545","2014-2018",,,,,,,,,"Goodnews Bay ANVSA, AK","6545",,,,,,,,,,,,,,,,,,,,,,"Goodnews Bay ANVSA, AK",170,77,12,12,8,2,1,8,6,9,4,7,7,1,0,0,93,18,7,5,3,4,5,12,5,2,8,13,3,8,0,"Goodnews Bay ANVSA, AK",38,21,6,8,6,2,3,7,4,6,3,6,4,2,9,9,22,7,4,4,3,5,5,8,5,2,4,6,2,5,9
"G6550","2014-2018",,,,,,,,,"Grayling ANVSA, AK","6550",,,,,,,,,,,,,,,,,,,,,,"Grayling ANVSA, AK",163,84,8,16,6,3,3,4,6,7,11,6,9,5,0,0,79,7,7,5,3,6,11,9,8,3,6,7,4,3,0,"Grayling ANVSA, AK",34,18,5,10,5,3,4,3,4,5,7,4,6,5,9,9,23,5,4,4,4,5,5,6,5,3,4,4,4,3,9
"G6560","2014-2018",,,,,,,,,"Gulkana ANVSA, AK","6560",,,,,,,,,,,,,,,,,,,,,,"Gulkana ANVSA, AK",44,34,0,0,0,0,0,0,0,0,2,32,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,6,0,0,"Gulkana ANVSA, AK",44,40,9,9,9,9,9,9,9,9,4,40,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,9,8,9,9
"G6570","2014-2018",,,,,,,,,"Hamilton ANVSA, AK","6570",,,,,,,,,,,,,,,,,,,,,,"Hamilton ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hamilton ANVSA, AK",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G6575","2014-2018",,,,,,,,,"Healy Lake ANVSA, AK","6575",,,,,,,,,,,,,,,,,,,,,,"Healy Lake ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Healy Lake ANVSA, AK",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G6585","2014-2018",,,,,,,,,"Holy Cross ANVSA, AK","6585",,,,,,,,,,,,,,,,,,,,,,"Holy Cross ANVSA, AK",172,106,3,10,8,6,5,8,10,5,15,5,19,10,0,2,66,4,5,8,4,0,0,6,6,5,8,12,4,2,2,"Holy Cross ANVSA, AK",32,21,5,6,5,5,7,5,6,5,7,5,8,5,9,3,17,3,5,7,4,9,9,4,6,4,5,6,4,3,5
"G6590","2014-2018",,,,,,,,,"Hoonah ANVSA, AK","6590",,,,,,,,,,,,,,,,,,,,,,"Hoonah ANVSA, AK",447,248,25,11,6,9,3,29,13,15,30,31,35,27,14,0,199,14,11,12,4,5,17,8,9,16,36,35,19,11,2,"Hoonah ANVSA, AK",82,52,14,6,8,7,4,16,9,9,13,14,12,11,8,9,39,8,8,8,5,6,9,6,7,8,16,12,9,8,3
"G6595","2014-2018",,,,,,,,,"Hooper Bay ANVSA, AK","6595",,,,,,,,,,,,,,,,,,,,,,"Hooper Bay ANVSA, AK",1059,539,87,85,73,32,9,21,46,40,57,44,31,10,4,0,520,74,51,69,37,25,41,45,41,30,34,48,16,9,0,"Hooper Bay ANVSA, AK",109,64,18,21,17,11,6,9,17,13,16,13,11,7,5,9,63,16,12,16,10,9,15,11,11,15,12,12,8,6,9
"G6605","2014-2018",,,,,,,,,"Hughes ANVSA, AK","6605",,,,,,,,,,,,,,,,,,,,,,"Hughes ANVSA, AK",83,49,3,6,0,1,3,3,5,2,4,5,12,3,2,0,34,4,5,2,0,0,5,2,2,1,9,0,4,0,0,"Hughes ANVSA, AK",21,16,4,4,9,2,3,4,4,3,4,4,7,4,2,9,13,3,5,2,9,9,6,3,2,4,6,9,4,9,9
"G6610","2014-2018",,,,,,,,,"Huslia ANVSA, AK","6610",,,,,,,,,,,,,,,,,,,,,,"Huslia ANVSA, AK",361,173,29,16,13,13,5,2,9,6,29,21,14,10,4,2,188,11,22,22,19,3,7,7,14,24,17,16,10,12,4,"Huslia ANVSA, AK",53,29,10,7,7,6,4,2,5,4,8,8,7,5,6,2,35,6,11,10,7,4,6,5,6,10,7,6,6,5,6
"G6615","2014-2018",,,,,,,,,"Hydaburg ANVSA, AK","6615",,,,,,,,,,,,,,,,,,,,,,"Hydaburg ANVSA, AK",237,134,4,15,10,8,8,5,4,5,9,30,7,14,12,3,103,4,11,5,8,3,5,6,0,10,18,10,16,6,1,"Hydaburg ANVSA, AK",47,26,4,8,6,6,7,6,5,6,7,13,5,9,6,3,31,4,9,5,7,4,6,6,9,7,8,6,9,5,2
"G6620","2014-2018",,,,,,,,,"Igiugig ANVSA, AK","6620",,,,,,,,,,,,,,,,,,,,,,"Igiugig ANVSA, AK",57,20,3,1,3,0,0,3,2,2,2,0,2,0,2,0,37,5,4,4,1,0,0,2,5,2,7,0,2,5,0,"Igiugig ANVSA, AK",21,11,4,2,4,9,9,4,3,3,3,9,3,9,2,9,15,4,5,4,2,9,9,3,4,3,6,9,3,5,9
"G6625","2014-2018",,,,,,,,,"Iliamna ANVSA, AK","6625",,,,,,,,,,,,,,,,,,,,,,"Iliamna ANVSA, AK",44,12,2,0,0,0,0,0,0,0,1,6,1,2,0,0,32,5,4,4,1,1,5,0,3,1,4,4,0,0,0,"Iliamna ANVSA, AK",22,6,2,9,9,9,9,9,9,9,2,4,2,3,9,9,18,6,6,4,2,2,5,9,3,2,3,4,9,9,9
"G6630","2014-2018",,,,,,,,,"Inalik ANVSA, AK","6630",,,,,,,,,,,,,,,,,,,,,,"Inalik ANVSA, AK",94,49,6,6,5,0,0,6,5,4,2,11,2,2,0,0,45,4,8,12,1,1,7,2,4,0,4,2,0,0,0,"Inalik ANVSA, AK",26,13,7,5,4,9,9,5,6,5,3,5,3,3,9,9,19,5,5,6,3,3,5,5,3,9,4,3,9,9,9
"G6650","2014-2018",,,,,,,,,"Ivanof Bay ANVSA, AK","6650",,,,,,,,,,,,,,,,,,,,,,"Ivanof Bay ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ivanof Bay ANVSA, AK",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G6670","2014-2018",,,,,,,,,"Kake ANVSA, AK","6670",,,,,,,,,,,,,,,,,,,,,,"Kake ANVSA, AK",420,229,6,15,11,7,11,15,18,26,34,42,25,12,3,4,191,13,8,12,5,0,13,20,6,32,25,19,26,9,3,"Kake ANVSA, AK",69,37,5,9,8,7,8,9,10,10,15,14,12,10,3,6,41,10,6,8,7,9,11,12,5,12,11,11,14,6,3
"G6680","2014-2018",,,,,,,,,"Kaktovik ANVSA, AK","6680",,,,,,,,,,,,,,,,,,,,,,"Kaktovik ANVSA, AK",160,94,8,11,13,6,2,7,5,7,3,11,18,3,0,0,66,9,6,2,4,1,7,5,3,8,15,2,2,2,0,"Kaktovik ANVSA, AK",52,33,5,7,10,5,3,4,4,6,4,7,9,3,9,9,23,7,4,3,4,2,4,6,3,7,7,3,4,2,9
"G6685","2014-2018",,,,,,,,,"Kalskag ANVSA, AK","6685",,,,,,,,,,,,,,,,,,,,,,"Kalskag ANVSA, AK",200,101,9,8,24,7,0,1,9,7,7,11,9,7,2,0,99,6,16,5,12,5,2,8,10,9,12,9,3,2,0,"Kalskag ANVSA, AK",36,25,5,5,8,6,9,2,6,5,8,6,7,6,2,9,18,4,6,7,6,4,2,6,5,5,6,5,3,3,9
"G6690","2014-2018",,,,,,,,,"Kaltag ANVSA, AK","6690",,,,,,,,,,,,,,,,,,,,,,"Kaltag ANVSA, AK",131,84,2,0,8,2,3,8,5,7,10,9,21,8,1,0,47,2,0,1,2,0,2,5,1,5,9,9,10,0,1,"Kaltag ANVSA, AK",28,16,3,9,6,3,3,5,4,5,5,5,8,4,3,9,25,2,9,3,3,9,3,6,3,4,5,6,6,9,3
"G6700","2014-2018",,,,,,,,,"Karluk ANVSA, AK","6700",,,,,,,,,,,,,,,,,,,,,,"Karluk ANVSA, AK",39,20,0,0,3,5,0,3,0,0,0,2,2,5,0,0,19,0,0,2,2,7,0,0,0,2,2,2,2,0,0,"Karluk ANVSA, AK",29,15,9,9,4,8,9,6,9,9,9,4,3,9,9,9,18,9,9,4,3,11,9,9,9,3,3,5,4,9,9
"G6705","2014-2018",,,,,,,,,"Kasaan ANVSA, AK","6705",,,,,,,,,,,,,,,,,,,,,,"Kasaan ANVSA, AK",23,13,0,0,3,0,0,0,3,0,0,5,2,0,0,0,10,0,0,0,0,0,0,3,1,0,2,2,2,0,0,"Kasaan ANVSA, AK",15,10,9,9,6,9,9,9,6,9,9,6,3,9,9,9,8,9,9,9,9,9,9,4,2,9,3,3,3,9,9
"G6710","2014-2018",,,,,,,,,"Kasigluk ANVSA, AK","6710",,,,,,,,,,,,,,,,,,,,,,"Kasigluk ANVSA, AK",572,305,39,28,35,21,17,19,32,18,33,22,33,8,0,0,267,35,32,25,11,6,28,20,18,26,24,24,14,2,2,"Kasigluk ANVSA, AK",66,39,12,10,11,9,8,8,12,7,9,8,11,5,9,9,37,10,9,8,6,6,9,9,7,11,8,9,6,2,2
"G6720","2014-2018",,,,,,,,,"Kenaitze ANVSA, AK","6720",,,,,,,,,,,,,,,,,,,,,,"Kenaitze ANVSA, AK",2379,1133,79,115,58,55,61,209,120,42,90,107,90,89,18,0,1246,106,91,114,39,33,91,112,97,146,142,151,97,27,0,"Kenaitze ANVSA, AK",383,234,43,88,51,35,31,58,68,38,54,67,56,52,15,20,193,47,70,67,31,37,63,40,53,63,58,54,40,25,20
"G6725","2014-2018",,,,,,,,,"Ketchikan ANVSA, AK","6725",,,,,,,,,,,,,,,,,,,,,,"Ketchikan ANVSA, AK",1749,842,81,68,77,37,4,91,36,61,119,73,107,57,18,13,907,51,100,60,40,24,102,56,42,96,113,134,40,36,13,"Ketchikan ANVSA, AK",161,94,22,27,26,18,6,32,23,13,19,30,20,17,12,12,97,26,29,22,14,21,26,21,20,28,23,14,14,14,11
"G6730","2014-2018",,,,,,,,,"Kiana ANVSA, AK","6730",,,,,,,,,,,,,,,,,,,,,,"Kiana ANVSA, AK",267,131,10,17,13,4,6,16,10,1,18,10,17,6,3,0,136,18,11,12,17,7,3,9,8,21,14,4,1,8,3,"Kiana ANVSA, AK",51,29,6,7,7,4,6,8,7,2,8,9,8,5,4,9,29,8,6,8,7,4,3,6,8,8,9,5,2,6,4
"G6735","2014-2018",,,,,,,,,"King Cove ANVSA, AK","6735",,,,,,,,,,,,,,,,,,,,,,"King Cove ANVSA, AK",544,288,16,21,24,12,23,13,11,19,37,53,24,15,16,4,256,11,13,13,15,1,20,16,16,34,44,29,23,7,14,"King Cove ANVSA, AK",102,61,8,12,10,7,9,9,9,11,15,18,11,9,9,4,51,7,7,7,8,2,11,9,8,13,15,10,9,6,9
"G6740","2014-2018",,,,,,,,,"King Salmon ANVSA, AK","6740",,,,,,,,,,,,,,,,,,,,,,"King Salmon ANVSA, AK",62,37,7,3,1,0,2,0,4,1,3,6,8,1,1,0,25,3,3,1,0,0,0,5,1,1,3,4,4,0,0,"King Salmon ANVSA, AK",21,15,6,4,2,9,3,9,5,2,4,4,5,2,3,9,10,5,3,2,9,9,9,4,2,2,4,4,3,9,9
"G6750","2014-2018",,,,,,,,,"Kipnuk ANVSA, AK","6750",,,,,,,,,,,,,,,,,,,,,,"Kipnuk ANVSA, AK",601,308,30,24,32,22,9,17,30,18,30,53,24,13,6,0,293,36,34,28,14,8,29,20,10,29,25,34,12,8,6,"Kipnuk ANVSA, AK",64,37,9,9,8,8,6,7,10,9,10,10,12,6,5,9,40,10,11,10,6,4,12,7,5,8,8,12,9,5,4
"G6755","2014-2018",,,,,,,,,"Kivalina ANVSA, AK","6755",,,,,,,,,,,,,,,,,,,,,,"Kivalina ANVSA, AK",652,342,52,35,30,14,8,29,50,27,39,26,14,11,7,0,310,36,40,47,11,13,30,16,34,16,22,28,8,9,0,"Kivalina ANVSA, AK",67,37,11,11,9,7,5,9,14,11,12,9,6,6,5,9,38,11,11,11,7,5,8,8,10,9,7,9,7,6,9
"G6765","2014-2018",,,,,,,,,"Klawock ANVSA, AK","6765",,,,,,,,,,,,,,,,,,,,,,"Klawock ANVSA, AK",338,190,10,3,16,7,6,13,8,4,25,45,30,10,12,1,148,14,7,3,8,3,18,4,5,30,23,13,11,5,4,"Klawock ANVSA, AK",59,36,7,4,8,5,6,8,6,6,12,13,13,6,7,2,36,7,5,3,6,3,9,4,4,11,9,10,7,4,4
"G6785","2014-2018",,,,,,,,,"Knik ANVSA, AK","6785",,,,,,,,,,,,,,,,,,,,,,"Knik ANVSA, AK",4363,2100,165,171,160,89,97,272,247,195,148,192,211,101,52,0,2263,168,158,233,75,81,247,136,188,268,379,176,130,14,10,"Knik ANVSA, AK",418,289,63,64,52,43,36,102,85,102,61,69,60,25,31,22,249,56,53,75,33,42,83,59,45,65,49,56,48,19,10
"G6790","2014-2018",,,,,,,,,"Kobuk ANVSA, AK","6790",,,,,,,,,,,,,,,,,,,,,,"Kobuk ANVSA, AK",133,64,9,5,11,4,3,6,5,4,7,7,2,1,0,0,69,9,20,8,2,6,3,2,4,6,4,3,2,0,0,"Kobuk ANVSA, AK",43,25,5,4,6,6,4,5,4,4,5,5,4,3,9,9,23,7,8,6,4,5,4,5,4,4,6,3,3,9,9
"G6795","2014-2018",,,,,,,,,"Kodiak ANVSA, AK","6795",,,,,,,,,,,,,,,,,,,,,,"Kodiak ANVSA, AK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kodiak ANVSA, AK",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"G6800","2014-2018",,,,,,,,,"Kokhanok ANVSA, AK","6800",,,,,,,,,,,,,,,,,,,,,,"Kokhanok ANVSA, AK",138,75,8,6,2,0,0,11,4,4,19,12,6,3,0,0,63,7,7,4,3,0,6,5,7,4,1,7,4,8,0,"Kokhanok ANVSA, AK",49,28,5,5,3,9,9,9,4,4,11,6,5,4,9,9,24,5,5,6,3,9,5,4,5,4,2,6,4,6,9
"G6810","2014-2018",,,,,,,,,"Kongiganak ANVSA, AK","6810",,,,,,,,,,,,,,,,,,,,,,"Kongiganak ANVSA, AK",429,241,26,25,20,12,8,18,38,22,14,25,20,7,6,0,188,26,36,11,6,8,22,13,2,14,21,15,9,5,0,"Kongiganak ANVSA, AK",65,39,7,11,9,8,5,11,14,9,10,8,8,6,5,9,34,11,12,7,4,4,7,6,2,7,9,7,5,5,9
"G6815","2014-2018",,,,,,,,,"Kotlik ANVSA, AK","6815",,,,,,,,,,,,,,,,,,,,,,"Kotlik ANVSA, AK",794,436,63,68,35,15,24,33,44,36,26,40,35,9,6,2,358,53,29,43,16,15,34,31,21,24,32,35,11,12,2,"Kotlik ANVSA, AK",75,48,15,18,11,6,7,10,16,10,10,11,9,7,4,3,36,15,9,11,7,6,10,9,7,9,9,9,7,6,3
"G6820","2014-2018",,,,,,,,,"Kotzebue ANVSA, AK","6820",,,,,,,,,,,,,,,,,,,,,,"Kotzebue ANVSA, AK",2269,1118,116,135,99,37,37,99,89,86,114,131,84,53,38,0,1151,109,112,117,58,37,106,103,55,116,110,103,63,44,18,"Kotzebue ANVSA, AK",87,68,21,29,26,15,26,22,23,20,24,27,23,16,11,9,60,17,25,24,15,12,17,20,20,21,21,19,12,28,15
"G6825","2014-2018",,,,,,,,,"Koyuk ANVSA, AK","6825",,,,,,,,,,,,,,,,,,,,,,"Koyuk ANVSA, AK",253,132,23,18,15,6,4,7,8,6,9,16,10,6,4,0,121,17,16,15,2,4,9,13,10,9,7,15,3,1,0,"Koyuk ANVSA, AK",42,22,8,9,8,4,4,4,5,6,8,8,7,5,3,9,26,7,7,6,4,4,5,7,5,8,4,7,4,3,9
"G6830","2014-2018",,,,,,,,,"Koyukuk ANVSA, AK","6830",,,,,,,,,,,,,,,,,,,,,,"Koyukuk ANVSA, AK",60,28,3,2,0,0,0,2,3,2,4,5,3,4,0,0,32,4,2,0,0,4,4,1,2,0,4,7,2,2,0,"Koyukuk ANVSA, AK",18,9,4,2,9,9,9,3,4,3,4,4,3,3,9,9,15,4,6,9,9,4,4,3,2,9,4,5,5,3,9
"G6835","2014-2018",,,,,,,,,"Kwethluk ANVSA, AK","6835",,,,,,,,,,,,,,,,,,,,,,"Kwethluk ANVSA, AK",646,341,34,36,44,19,10,30,17,28,25,40,33,17,4,4,305,35,31,22,21,13,35,19,30,25,26,23,15,8,2,"Kwethluk ANVSA, AK",68,40,10,11,12,9,6,10,9,10,9,11,11,8,4,4,38,10,11,8,9,7,11,8,8,8,8,10,9,5,2
