GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHH,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,ABK3E001,ABK3E002,ABK3E003,ABK3E004,ABK3E005,ABK3E006,ABK3E007,ABK3E008,ABK3E009,ABK3E010,ABK3E011,ABK3E012,ABK3E013,ABK3E014,ABK3E015,ABK3E016,ABK3E017,ABK3E018,ABK3E019,ABK3E020,ABK3E021,ABK3E022,ABK3E023,ABK3E024,ABK3E025,ABK3E026,ABK3E027,ABK3E028,ABK3E029,ABK3E030,ABK3E031,NAME_M,ABK3M001,ABK3M002,ABK3M003,ABK3M004,ABK3M005,ABK3M006,ABK3M007,ABK3M008,ABK3M009,ABK3M010,ABK3M011,ABK3M012,ABK3M013,ABK3M014,ABK3M015,ABK3M016,ABK3M017,ABK3M018,ABK3M019,ABK3M020,ABK3M021,ABK3M022,ABK3M023,ABK3M024,ABK3M025,ABK3M026,ABK3M027,ABK3M028,ABK3M029,ABK3M030,ABK3M031
"G0855","2010-2014",,,,,,,,,"Crow Creek Reservation, SD","0855",,,,,,,,,,,,,,,,,,,,,,"Crow Creek Reservation, SD",1759,895,93,80,107,64,28,78,48,75,100,104,66,36,16,0,864,85,113,59,49,35,87,44,47,100,106,86,36,17,0,"Crow Creek Reservation, SD",152,81,25,41,29,20,22,27,15,31,22,28,23,16,10,9,104,28,42,32,14,21,25,21,20,20,20,31,16,16,9
"G0940","2010-2014",,,,,,,,,"Dresslerville Colony, NV","0940",,,,,,,,,,,,,,,,,,,,,,"Dresslerville Colony, NV",275,156,9,8,8,6,8,11,4,22,14,25,19,16,3,3,119,8,5,11,2,21,10,2,3,15,11,18,11,1,1,"Dresslerville Colony, NV",80,51,13,8,9,9,6,8,4,21,12,19,16,11,4,4,56,15,6,11,3,26,11,3,4,12,9,14,7,3,2
"G0955","2010-2014",,,,,,,,,"Dry Creek Rancheria and Off-Reservation Trust Land, CA","0955",,,,,,,,,,,,,,,,,,,,,,"Dry Creek Rancheria and Off-Reservation Trust Land, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dry Creek Rancheria and Off-Reservation Trust Land, CA",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G0965","2010-2014",,,,,,,,,"Duck Valley Reservation, NV--ID","0965",,,,,,,,,,,,,,,,,,,,,,"Duck Valley Reservation, NV--ID",1234,654,43,54,40,26,14,43,53,34,76,112,70,52,32,5,580,41,49,56,12,36,50,37,28,61,59,64,48,32,7,"Duck Valley Reservation, NV--ID",216,114,27,29,23,20,18,28,26,24,42,32,32,18,14,9,129,25,28,37,14,27,31,26,22,28,33,26,27,16,10
"G0975","2010-2014",,,,,,,,,"Duckwater Reservation, NV","0975",,,,,,,,,,,,,,,,,,,,,,"Duckwater Reservation, NV",208,116,13,5,14,0,0,0,7,16,10,31,4,9,2,5,92,17,0,4,5,3,0,17,12,4,18,3,7,2,0,"Duckwater Reservation, NV",106,62,16,7,14,13,13,13,9,16,11,24,10,19,5,9,63,17,13,7,9,7,13,17,12,7,26,5,10,3,13
"G0990","2010-2014",,,,,,,,,"Eastern Cherokee Reservation, NC","0990",,,,,,,,,,,,,,,,,,,,,,"Eastern Cherokee Reservation, NC",7183,3152,357,254,196,142,69,284,278,157,407,455,315,188,41,9,4031,287,398,243,143,151,277,411,313,514,436,441,228,173,16,"Eastern Cherokee Reservation, NC",629,415,97,118,95,88,63,121,131,72,120,121,86,86,41,17,378,67,153,183,78,132,114,146,135,161,98,69,62,54,15
"G1005","2010-2014",,,,,,,,,"Elko Colony, NV","1005",,,,,,,,,,,,,,,,,,,,,,"Elko Colony, NV",705,344,12,28,31,17,7,37,52,27,31,38,37,19,5,3,361,20,14,33,19,6,39,29,14,36,54,61,26,10,0,"Elko Colony, NV",128,83,14,19,20,17,6,20,28,19,22,21,18,14,6,5,75,18,10,20,19,10,27,21,12,19,31,23,17,7,13
"G1010","2010-2014",,,,,,,,,"Elk Valley Rancheria and Off-Reservation Trust Land, CA","1010",,,,,,,,,,,,,,,,,,,,,,"Elk Valley Rancheria and Off-Reservation Trust Land, CA",63,31,0,9,3,0,0,0,2,5,0,2,7,2,1,0,32,10,3,2,0,0,0,0,3,1,2,0,7,4,0,"Elk Valley Rancheria and Off-Reservation Trust Land, CA",56,23,12,13,6,12,12,12,3,6,12,3,11,3,2,12,40,20,7,5,12,12,12,12,9,5,4,12,13,6,12
"G1040","2010-2014",,,,,,,,,"Ely Reservation, NV","1040",,,,,,,,,,,,,,,,,,,,,,"Ely Reservation, NV",87,45,6,5,4,1,0,2,1,2,6,6,4,4,4,0,42,7,0,0,3,3,3,1,0,3,6,6,5,0,5,"Ely Reservation, NV",41,25,7,5,5,2,13,5,2,3,7,8,5,6,5,13,25,10,13,13,6,6,6,2,13,5,7,9,7,13,9
"G1055","2010-2014",,,,,,,,,"Enterprise Rancheria, CA","1055",,,,,,,,,,,,,,,,,,,,,,"Enterprise Rancheria, CA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Enterprise Rancheria, CA",2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12,12,12,2,12,12
"G1065","2010-2014",,,,,,,,,"Ewiiaapaayp Reservation, CA","1065",,,,,,,,,,,,,,,,,,,,,,"Ewiiaapaayp Reservation, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ewiiaapaayp Reservation, CA",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G1070","2010-2014",,,,,,,,,"Fallon Paiute-Shoshone Colony and Off-Reservation Trust Land, NV","1070",,,,,,,,,,,,,,,,,,,,,,"Fallon Paiute-Shoshone Colony and Off-Reservation Trust Land, NV",232,80,6,11,12,12,0,0,0,6,7,16,8,2,0,0,152,11,2,16,8,8,16,13,8,26,5,16,6,15,2,"Fallon Paiute-Shoshone Colony and Off-Reservation Trust Land, NV",119,54,11,19,18,11,13,13,13,10,10,19,12,5,13,13,76,16,6,16,6,13,19,14,9,21,10,19,8,13,4
"G1075","2010-2014",,,,,,,,,"Fallon Paiute-Shoshone Reservation and Off-Reservation Trust Land, NV","1075",,,,,,,,,,,,,,,,,,,,,,"Fallon Paiute-Shoshone Reservation and Off-Reservation Trust Land, NV",460,205,19,7,20,29,6,14,4,0,16,25,43,9,8,5,255,4,10,13,11,14,13,22,12,44,32,38,22,12,8,"Fallon Paiute-Shoshone Reservation and Off-Reservation Trust Land, NV",116,72,19,9,19,11,6,12,6,13,11,19,21,10,7,6,63,6,10,15,9,13,9,13,11,21,24,19,16,9,8
"G1100","2010-2014",,,,,,,,,"Flandreau Reservation, SD","1100",,,,,,,,,,,,,,,,,,,,,,"Flandreau Reservation, SD",373,166,33,17,25,6,4,18,2,10,7,13,20,8,3,0,207,23,30,13,10,16,13,8,8,8,29,32,15,1,1,"Flandreau Reservation, SD",99,71,14,9,20,6,7,17,6,13,7,12,27,12,6,9,49,15,19,11,10,17,10,8,7,7,15,19,10,2,2
"G1110","2010-2014",,,,,,,,,"Flathead Reservation, MT","1110",,,,,,,,,,,,,,,,,,,,,,"Flathead Reservation, MT",7695,3771,406,401,219,240,98,407,280,286,283,428,417,230,76,0,3924,414,346,370,185,170,345,282,236,451,468,305,204,137,11,"Flathead Reservation, MT",404,263,65,94,64,55,65,98,39,47,79,56,43,44,39,18,218,78,111,87,24,38,58,35,57,48,62,70,35,17,12
"G1125","2010-2014",,,,,,,,,"Fond du Lac Reservation and Off-Reservation Trust Land, MN--WI","1125",,,,,,,,,,,,,,,,,,,,,,"Fond du Lac Reservation and Off-Reservation Trust Land, MN--WI",1528,737,52,67,58,65,12,124,77,40,60,74,62,28,12,6,791,84,56,36,71,41,91,69,30,87,112,63,38,12,1,"Fond du Lac Reservation and Off-Reservation Trust Land, MN--WI",254,150,33,37,29,14,12,40,33,31,35,43,26,14,8,8,132,43,33,18,21,23,34,24,16,37,33,21,16,8,4
"G1135","2010-2014",,,,,,,,,"Forest County Potawatomi Community and Off-Reservation Trust Land, WI","1135",,,,,,,,,,,,,,,,,,,,,,"Forest County Potawatomi Community and Off-Reservation Trust Land, WI",445,214,19,18,16,10,8,26,22,7,17,38,14,15,4,0,231,21,16,21,16,10,33,11,20,36,26,7,6,6,2,"Forest County Potawatomi Community and Off-Reservation Trust Land, WI",81,47,12,11,11,8,8,16,12,4,9,12,8,10,6,9,49,10,12,10,11,7,16,9,11,17,11,6,5,6,3
"G1140","2010-2014",,,,,,,,,"Fort Apache Reservation, AZ","1140",,,,,,,,,,,,,,,,,,,,,,"Fort Apache Reservation, AZ",13582,6866,793,742,659,372,211,842,509,460,560,856,586,169,99,8,6716,682,581,618,159,333,693,737,312,635,995,606,188,161,16,"Fort Apache Reservation, AZ",849,515,148,140,114,91,84,134,112,95,121,130,122,52,58,14,490,177,147,148,65,90,111,153,101,131,123,115,55,75,22
"G1150","2010-2014",,,,,,,,,"Fort Belknap Reservation and Off-Reservation Trust Land, MT","1150",,,,,,,,,,,,,,,,,,,,,,"Fort Belknap Reservation and Off-Reservation Trust Land, MT",2880,1487,151,126,185,146,57,98,114,88,139,163,136,60,22,2,1393,120,135,137,43,54,123,86,61,142,199,166,77,38,12,"Fort Belknap Reservation and Off-Reservation Trust Land, MT",143,92,24,30,44,18,37,31,10,15,14,34,16,17,14,5,76,33,33,38,18,11,12,23,24,29,16,26,17,16,11
"G1160","2010-2014",,,,,,,,,"Fort Berthold Reservation, ND","1160",,,,,,,,,,,,,,,,,,,,,,"Fort Berthold Reservation, ND",4608,2180,280,210,209,131,93,188,144,150,240,223,196,86,27,3,2428,260,220,286,142,81,180,195,176,260,252,224,100,39,13,"Fort Berthold Reservation, ND",234,148,61,54,51,32,22,33,29,11,43,38,23,23,18,5,144,28,52,49,32,31,45,26,27,29,29,24,27,16,11
"G1170","2010-2014",,,,,,,,,"Fort Bidwell Reservation and Off-Reservation Trust Land, CA","1170",,,,,,,,,,,,,,,,,,,,,,"Fort Bidwell Reservation and Off-Reservation Trust Land, CA",86,45,5,3,2,9,0,8,3,2,1,4,5,0,1,2,41,7,5,4,3,1,1,2,0,4,6,5,1,2,0,"Fort Bidwell Reservation and Off-Reservation Trust Land, CA",48,38,7,5,4,13,12,15,5,4,10,11,9,12,3,4,31,11,7,6,5,4,2,4,12,10,14,9,4,4,12
"G1185","2010-2014",,,,,,,,,"Fort Hall Reservation and Off-Reservation Trust Land, ID","1185",,,,,,,,,,,,,,,,,,,,,,"Fort Hall Reservation and Off-Reservation Trust Land, ID",3716,1847,143,174,157,86,113,149,86,129,290,223,151,119,23,4,1869,164,86,145,164,87,152,76,118,243,241,208,109,61,15,"Fort Hall Reservation and Off-Reservation Trust Land, ID",396,236,76,64,54,50,46,64,43,62,70,76,56,34,15,8,221,77,43,53,45,42,59,41,31,56,57,56,28,26,11
"G1195","2010-2014",,,,,,,,,"Fort Independence Reservation, CA","1195",,,,,,,,,,,,,,,,,,,,,,"Fort Independence Reservation, CA",51,25,1,0,2,0,0,0,0,0,10,4,6,2,0,0,26,0,0,1,1,8,1,0,0,1,1,3,0,2,8,"Fort Independence Reservation, CA",26,13,3,12,4,12,12,12,12,12,9,4,7,3,12,12,18,12,12,3,2,8,2,12,12,2,2,4,12,4,9
"G1210","2010-2014",,,,,,,,,"Fort McDermitt Indian Reservation, NV--OR","1210",,,,,,,,,,,,,,,,,,,,,,"Fort McDermitt Indian Reservation, NV--OR",537,258,37,40,16,21,14,15,7,30,16,24,29,7,2,0,279,48,40,17,19,7,7,8,31,41,23,17,12,5,4,"Fort McDermitt Indian Reservation, NV--OR",83,45,20,15,15,17,19,13,8,20,14,16,17,7,5,11,66,28,18,12,18,10,8,10,27,30,18,15,9,8,5
"G1220","2010-2014",,,,,,,,,"Fort McDowell Yavapai Nation Reservation, AZ","1220",,,,,,,,,,,,,,,,,,,,,,"Fort McDowell Yavapai Nation Reservation, AZ",814,390,62,37,35,21,16,29,46,14,36,46,33,13,2,0,424,27,38,36,17,10,29,69,6,49,54,47,27,15,0,"Fort McDowell Yavapai Nation Reservation, AZ",112,58,25,18,15,12,13,17,22,10,17,17,18,9,4,13,67,15,16,17,12,8,15,26,7,23,22,22,13,10,13
"G1235","2010-2014",,,,,,,,,"Fort Mojave Reservation and Off-Reservation Trust Land, AZ--CA--NV","1235",,,,,,,,,,,,,,,,,,,,,,"Fort Mojave Reservation and Off-Reservation Trust Land, AZ--CA--NV",811,365,55,41,54,33,2,13,17,20,30,53,21,23,0,3,446,37,27,37,29,14,33,70,29,27,61,24,34,12,12,"Fort Mojave Reservation and Off-Reservation Trust Land, AZ--CA--NV",207,115,43,35,44,24,5,11,14,17,18,29,18,15,11,6,109,21,18,25,19,16,24,49,19,18,28,15,23,10,15
"G1250","2010-2014",,,,,,,,,"Fort Peck Indian Reservation and Off-Reservation Trust Land, MT","1250",,,,,,,,,,,,,,,,,,,,,,"Fort Peck Indian Reservation and Off-Reservation Trust Land, MT",6315,3071,345,324,263,181,110,328,255,147,322,389,270,87,46,4,3244,332,385,261,147,115,298,251,192,410,327,306,79,90,51,"Fort Peck Indian Reservation and Off-Reservation Trust Land, MT",263,172,57,65,63,30,18,20,11,62,34,39,30,18,12,5,138,43,71,64,26,8,23,22,21,54,55,17,22,27,28
"G1260","2010-2014",,,,,,,,,"Fort Pierce Reservation, FL","1260",,,,,,,,,,,,,,,,,,,,,,"Fort Pierce Reservation, FL",25,5,1,0,0,0,0,0,0,3,1,0,0,0,0,0,20,2,0,1,0,0,0,7,0,0,2,1,7,0,0,"Fort Pierce Reservation, FL",23,6,4,13,13,13,13,13,13,5,2,13,13,13,13,13,20,4,13,4,13,13,13,12,13,13,4,3,11,13,13
"G1270","2010-2014",,,,,,,,,"Fort Sill Apache Indian Reservation, NM","1270",,,,,,,,,,,,,,,,,,,,,,"Fort Sill Apache Indian Reservation, NM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fort Sill Apache Indian Reservation, NM",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G1280","2010-2014",,,,,,,,,"Fort Yuma Indian Reservation, CA--AZ","1280",,,,,,,,,,,,,,,,,,,,,,"Fort Yuma Indian Reservation, CA--AZ",1025,472,11,76,45,29,22,67,33,28,60,46,35,10,10,0,553,53,25,37,6,27,22,52,47,64,74,68,60,14,4,"Fort Yuma Indian Reservation, CA--AZ",235,106,11,33,26,20,18,21,19,29,43,28,24,11,13,11,156,46,19,38,8,28,22,44,33,29,36,28,33,13,8
"G1310","2010-2014",,,,,,,,,"Gila River Indian Reservation, AZ","1310",,,,,,,,,,,,,,,,,,,,,,"Gila River Indian Reservation, AZ",11571,5412,511,572,439,196,306,541,241,336,768,750,395,251,86,20,6159,636,555,323,338,277,855,689,350,567,742,506,249,72,0,"Gila River Indian Reservation, AZ",1470,797,156,183,142,90,123,197,117,136,275,181,107,89,58,30,812,144,171,106,110,104,324,223,120,142,140,126,69,43,20
"G1340","2010-2014",,,,,,,,,"Goshute Reservation, NV--UT","1340",,,,,,,,,,,,,,,,,,,,,,"Goshute Reservation, NV--UT",96,52,1,1,4,0,0,7,4,6,7,13,9,0,0,0,44,7,9,2,0,1,8,1,0,0,5,10,1,0,0,"Goshute Reservation, NV--UT",36,21,3,3,5,11,11,9,6,8,7,10,6,11,11,11,24,7,9,3,11,6,9,3,11,11,5,8,2,11,11
"G1355","2010-2014",,,,,,,,,"Grand Portage Reservation and Off-Reservation Trust Land, MN","1355",,,,,,,,,,,,,,,,,,,,,,"Grand Portage Reservation and Off-Reservation Trust Land, MN",306,168,6,21,16,29,1,2,2,7,13,20,33,13,5,0,138,8,11,7,4,3,4,11,2,17,25,33,6,4,3,"Grand Portage Reservation and Off-Reservation Trust Land, MN",47,34,7,15,11,18,3,7,29,12,12,14,8,10,5,9,31,10,11,6,13,10,12,12,4,10,13,13,5,5,3
"G1365","2010-2014",,,,,,,,,"Grand Ronde Community and Off-Reservation Trust Land, OR","1365",,,,,,,,,,,,,,,,,,,,,,"Grand Ronde Community and Off-Reservation Trust Land, OR",215,110,12,10,5,1,0,6,5,7,24,11,15,9,4,1,105,13,14,11,3,2,3,7,5,13,10,6,13,2,3,"Grand Ronde Community and Off-Reservation Trust Land, OR",65,46,12,12,5,3,12,6,4,7,23,12,19,9,6,4,48,18,11,11,3,3,5,8,6,13,9,6,9,3,4
"G1370","2010-2014",,,,,,,,,"Grand Traverse Reservation and Off-Reservation Trust Land, MI","1370",,,,,,,,,,,,,,,,,,,,,,"Grand Traverse Reservation and Off-Reservation Trust Land, MI",447,203,30,34,27,12,4,15,13,7,19,16,8,12,6,0,244,20,25,27,9,2,6,16,17,24,46,35,13,4,0,"Grand Traverse Reservation and Off-Reservation Trust Land, MI",103,63,19,22,23,12,6,13,14,9,14,11,6,9,7,10,60,15,17,11,9,3,6,10,16,19,26,18,8,5,10
"G1380","2010-2014",,,,,,,,,"Greenville Rancheria, CA","1380",,,,,,,,,,,,,,,,,,,,,,"Greenville Rancheria, CA",5,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Greenville Rancheria, CA",7,6,12,12,12,12,12,12,12,12,4,6,12,12,12,12,3,12,12,12,12,12,12,12,12,12,12,12,12,12,3
"G1395","2010-2014",,,,,,,,,"Grindstone Indian Rancheria, CA","1395",,,,,,,,,,,,,,,,,,,,,,"Grindstone Indian Rancheria, CA",99,47,11,11,11,0,1,1,2,0,1,5,0,4,0,0,52,5,7,1,4,0,3,2,7,7,7,6,2,1,0,"Grindstone Indian Rancheria, CA",60,36,12,12,12,12,3,3,3,12,2,5,12,6,12,12,39,9,9,4,9,12,5,6,10,8,10,9,4,5,12
"G1400","2010-2014",,,,,,,,,"Guidiville Rancheria and Off-Reservation Trust Land, CA","1400",,,,,,,,,,,,,,,,,,,,,,"Guidiville Rancheria and Off-Reservation Trust Land, CA",9,7,2,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Guidiville Rancheria and Off-Reservation Trust Land, CA",9,6,5,12,12,12,12,12,3,12,5,12,12,12,12,12,4,12,12,12,12,12,12,12,4,12,12,2,12,12,12
"G1410","2010-2014",,,,,,,,,"Hannahville Indian Community and Off-Reservation Trust Land, MI","1410",,,,,,,,,,,,,,,,,,,,,,"Hannahville Indian Community and Off-Reservation Trust Land, MI",369,169,37,12,9,3,5,18,3,9,22,26,18,6,1,0,200,18,15,36,9,11,16,23,12,23,16,13,7,1,0,"Hannahville Indian Community and Off-Reservation Trust Land, MI",69,43,16,9,9,4,5,11,3,5,14,14,10,7,4,10,35,8,9,14,9,5,11,12,4,13,11,9,6,2,10
"G1440","2010-2014",,,,,,,,,"Havasupai Reservation, AZ","1440",,,,,,,,,,,,,,,,,,,,,,"Havasupai Reservation, AZ",120,68,0,0,9,0,0,11,15,0,16,11,4,2,0,0,52,0,0,0,4,0,7,4,3,7,18,4,5,0,0,"Havasupai Reservation, AZ",70,42,13,13,15,13,13,13,15,13,17,9,7,5,13,13,30,13,13,13,6,13,8,7,7,9,14,7,6,13,13
"G1450","2010-2014",,,,,,,,,"Ho-Chunk Nation Reservation and Off-Reservation Trust Land, WI--MN","1450",,,,,,,,,,,,,,,,,,,,,,"Ho-Chunk Nation Reservation and Off-Reservation Trust Land, WI--MN",1560,701,130,59,38,65,36,53,60,30,51,56,71,50,2,0,859,102,62,76,40,30,48,115,72,75,55,79,51,23,31,"Ho-Chunk Nation Reservation and Off-Reservation Trust Land, WI--MN",218,116,69,32,22,41,19,29,28,21,32,32,23,21,3,11,135,52,30,32,21,19,33,66,33,26,17,28,25,14,14
"G1460","2010-2014",,,,,,,,,"Hoh Indian Reservation and Off-Reservation Trust Land, WA","1460",,,,,,,,,,,,,,,,,,,,,,"Hoh Indian Reservation and Off-Reservation Trust Land, WA",113,66,6,0,2,5,0,6,8,19,2,1,15,2,0,0,47,2,7,3,0,0,0,0,7,8,11,7,2,0,0,"Hoh Indian Reservation and Off-Reservation Trust Land, WA",66,46,10,12,4,7,12,7,14,21,3,2,13,4,12,12,28,5,11,5,12,12,12,12,6,8,15,7,4,12,12
"G1475","2010-2014",,,,,,,,,"Hollywood Reservation, FL","1475",,,,,,,,,,,,,,,,,,,,,,"Hollywood Reservation, FL",387,154,6,20,15,2,29,12,16,3,29,5,12,3,2,0,233,27,26,28,11,5,0,2,22,38,11,42,13,6,2,"Hollywood Reservation, FL",168,70,6,17,23,4,37,15,24,6,26,6,11,5,4,13,137,30,31,32,12,8,13,5,37,28,13,28,12,9,3
"G1490","2010-2014",,,,,,,,,"Hoopa Valley Reservation, CA","1490",,,,,,,,,,,,,,,,,,,,,,"Hoopa Valley Reservation, CA",2411,1103,56,73,97,113,27,90,84,119,119,174,76,41,30,4,1308,112,170,82,68,15,157,187,56,115,119,138,72,13,4,"Hoopa Valley Reservation, CA",307,191,33,34,40,45,30,51,56,57,50,61,32,34,16,6,202,64,61,34,46,26,65,63,32,44,56,48,36,10,7
"G1505","2010-2014",,,,,,,,,"Hopi Reservation and Off-Reservation Trust Land, AZ","1505",,,,,,,,,,,,,,,,,,,,,,"Hopi Reservation and Off-Reservation Trust Land, AZ",7796,3635,325,317,320,173,171,366,189,132,422,555,342,182,117,24,4161,375,300,376,236,121,298,219,232,523,491,415,332,172,71,"Hopi Reservation and Off-Reservation Trust Land, AZ",737,386,91,80,87,58,58,116,76,50,105,124,74,59,53,26,454,99,76,108,74,56,101,83,78,89,123,88,81,58,44
"G1515","2010-2014",,,,,,,,,"Hopland Rancheria, CA","1515",,,,,,,,,,,,,,,,,,,,,,"Hopland Rancheria, CA",265,157,18,6,5,5,3,19,10,0,32,26,7,13,13,0,108,0,8,21,0,5,3,14,27,0,11,19,0,0,0,"Hopland Rancheria, CA",138,99,15,9,9,7,5,28,14,12,34,30,9,14,19,12,47,12,12,17,12,9,4,16,31,12,10,19,12,12,12
"G1530","2010-2014",,,,,,,,,"Houlton Maliseet Reservation and Off-Reservation Trust Land, ME","1530",,,,,,,,,,,,,,,,,,,,,,"Houlton Maliseet Reservation and Off-Reservation Trust Land, ME",161,103,13,17,12,5,0,0,7,4,0,3,31,1,10,0,58,7,5,2,9,0,4,10,6,5,2,4,4,0,0,"Houlton Maliseet Reservation and Off-Reservation Trust Land, ME",48,37,12,14,9,7,10,10,8,8,10,5,18,2,15,10,26,11,5,5,9,10,5,12,9,5,6,6,4,10,10
"G1545","2010-2014",,,,,,,,,"Hualapai Indian Reservation and Off-Reservation Trust Land, AZ","1545",,,,,,,,,,,,,,,,,,,,,,"Hualapai Indian Reservation and Off-Reservation Trust Land, AZ",988,408,78,37,28,25,11,39,35,26,37,52,26,11,3,0,580,65,44,63,8,27,91,42,37,43,52,84,10,11,3,"Hualapai Indian Reservation and Off-Reservation Trust Land, AZ",175,93,43,18,14,20,14,32,21,16,18,29,17,8,5,13,108,29,22,30,10,19,43,23,25,23,28,31,8,14,5
"G1550","2010-2014",,,,,,,,,"Huron Potawatomi Reservation and Off-Reservation Trust Land, MI","1550",,,,,,,,,,,,,,,,,,,,,,"Huron Potawatomi Reservation and Off-Reservation Trust Land, MI",33,11,0,0,0,0,0,0,0,1,3,0,0,7,0,0,22,0,1,0,1,0,1,0,2,6,2,1,6,0,2,"Huron Potawatomi Reservation and Off-Reservation Trust Land, MI",16,8,10,10,10,10,10,10,10,2,5,10,10,7,10,10,15,10,3,10,3,10,3,10,3,6,3,5,7,10,4
"G1555","2010-2014",,,,,,,,,"Immokalee Reservation, FL","1555",,,,,,,,,,,,,,,,,,,,,,"Immokalee Reservation, FL",162,65,3,5,11,0,0,14,0,19,1,10,0,2,0,0,97,39,2,2,5,5,4,22,0,2,4,6,4,2,0,"Immokalee Reservation, FL",112,48,5,7,15,13,13,17,13,30,5,10,13,3,13,13,76,51,3,5,6,9,5,23,13,4,3,8,6,4,13
"G1560","2010-2014",,,,,,,,,"Inaja and Cosmit Reservation, CA","1560",,,,,,,,,,,,,,,,,,,,,,"Inaja and Cosmit Reservation, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Inaja and Cosmit Reservation, CA",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"G1575","2010-2014",,,,,,,,,"Indian Township Reservation, ME","1575",,,,,,,,,,,,,,,,,,,,,,"Indian Township Reservation, ME",582,291,23,39,5,20,15,39,20,17,17,51,24,11,10,0,291,15,17,28,14,7,22,22,16,61,31,40,8,10,0,"Indian Township Reservation, ME",83,56,13,22,7,10,8,14,9,16,10,17,9,9,7,10,43,9,12,16,8,6,11,13,10,16,16,13,8,11,10
"G1590","2010-2014",,,,,,,,,"Iowa (KS-NE) Reservation and Off-Reservation Trust Land, KS--NE","1590",,,,,,,,,,,,,,,,,,,,,,"Iowa (KS-NE) Reservation and Off-Reservation Trust Land, KS--NE",111,55,8,15,5,0,2,0,3,3,2,5,9,1,2,0,56,9,2,2,4,1,3,5,13,6,6,4,1,0,0,"Iowa (KS-NE) Reservation and Off-Reservation Trust Land, KS--NE",46,30,10,17,7,11,3,11,4,4,3,9,7,3,3,11,22,7,4,3,6,2,4,5,17,6,6,4,3,11,11
"G1610","2010-2014",,,,,,,,,"Isabella Reservation and Off-Reservation Trust Land, MI","1610",,,,,,,,,,,,,,,,,,,,,,"Isabella Reservation and Off-Reservation Trust Land, MI",1546,724,36,95,83,33,31,35,47,54,123,72,71,18,13,13,822,67,46,61,44,21,68,64,55,130,107,73,73,7,6,"Isabella Reservation and Off-Reservation Trust Land, MI",202,127,27,54,41,16,26,27,34,25,44,21,27,13,13,12,127,30,28,31,30,20,51,30,24,39,31,26,16,6,6
"G1625","2010-2014",,,,,,,,,"Isleta Pueblo, NM","1625",,,,,,,,,,,,,,,,,,,,,,"Isleta Pueblo, NM",3283,1677,90,98,142,60,79,89,116,119,298,224,195,112,49,6,1606,126,61,115,77,29,94,193,122,164,178,207,147,65,28,"Isleta Pueblo, NM",457,211,45,40,51,33,39,50,60,54,84,79,60,41,27,9,279,59,38,68,47,28,52,96,60,45,57,67,46,34,19
"G1640","2010-2014",,,,,,,,,"Jackson Rancheria, CA","1640",,,,,,,,,,,,,,,,,,,,,,"Jackson Rancheria, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jackson Rancheria, CA",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
